== bua-kandidaten --jaar 2026 --detail (lees-only, kantoorbreed) ==
BUA-kandidaten — 78 administratie(s), boekjaar 2026 (lees-only; kenmerk = `btw_aftrek_uitgesloten`; module = geboekte inkoopfacturen op factuurdatum, bank = geboekte bank-direct-boekingen op boekmoment)
code  rekening                                   adm kenm rlz0 mod_n  mod_netto  mod_btw bank_n bank_netto bank_btw  advies
4014  Kantinekosten                               74    0   74     0       0.00     0.00      0       0.00     0.00  beoordelen — BUA-kantineregeling: aftrek wél, correctie aan het jaareinde bij bevoordeling > € 227 — het kenmerk zet altijd álle btw in de kosten (te conservatief)
Oirschot Recreatie B.V.           4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Recreatie B.V.           4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Recreatie B.V.           4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Recreatie B.V.           4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Vastgoed Beheer B.V.     4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Vastgoed Beheer B.V.     4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Vastgoed Beheer B.V.     4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Oirschot Vastgoed Beheer B.V.     4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Old Dutch BV                      4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Old Dutch BV                      4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Old Dutch BV                      4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Old Dutch BV                      4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Pilates Bloom B.V.                4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Pilates Bloom B.V.                4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Pilates Bloom B.V.                4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Pilates Bloom B.V.                4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
RB Infra B.V.                     4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
RB Infra B.V.                     4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
RB Infra B.V.                     4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
RB Infra B.V.                     4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreapi B.V.                     4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreapi B.V.                     4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreapi B.V.                     4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreapi B.V.                     4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreatiecentrum Dijkstel B.V.    4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreatiecentrum Dijkstel B.V.    4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreatiecentrum Dijkstel B.V.    4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Recreatiecentrum Dijkstel B.V.    4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Rubicon Investments B.V.          4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Rubicon Investments B.V.          4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Rubicon Investments B.V.          4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Rubicon Investments B.V.          4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
SOW Vastgoed B.V.                 4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
SOW Vastgoed B.V.                 4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
SOW Vastgoed B.V.                 4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
SOW Vastgoed B.V.                 4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stephanie Loeffen B.V.            4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stephanie Loeffen B.V.            4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stephanie Loeffen B.V.            4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stephanie Loeffen B.V.            4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stichting Shuto                   4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stichting Shuto                   4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stichting Shuto                   4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Stichting Shuto                   4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunfactory Beheer B.V.            4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunfactory Beheer B.V.            4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunfactory Beheer B.V.            4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunfactory Beheer B.V.            4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunset Beheer B.V.                4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunset Beheer B.V.                4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunset Beheer B.V.                4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunset Beheer B.V.                4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunshine Island B.V.              4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunshine Island B.V.              4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunshine Island B.V.              4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Sunshine Island B.V.              4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
T&J Hoveniers                     4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
T&J Hoveniers                     4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
T&J Hoveniers                     4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
T&J Hoveniers                     4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       2      34.45     0.00      0       0.00     0.00
Totaal Ontruimingen               4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Totaal Ontruimingen               4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Totaal Ontruimingen               4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Totaal Ontruimingen               4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Tupker Beheer B.V.                4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Tupker Beheer B.V.                4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Tupker Beheer B.V.                4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Tupker Beheer B.V.                4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Materiaal B.V.          4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Materiaal B.V.          4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Materiaal B.V.          4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Materiaal B.V.          4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Nederland B.V.          4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Nederland B.V.          4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Nederland B.V.          4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Nederland B.V.          4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Steigerbouw B.V.        4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Steigerbouw B.V.        4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Steigerbouw B.V.        4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Steigerbouw B.V.        4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Verkoop B.V.            4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Verkoop B.V.            4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Verkoop B.V.            4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Universal Verkoop B.V.            4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Van Boxtel Horeca Exploitatie B.  4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Van Boxtel Horeca Exploitatie B.  4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Van Boxtel Horeca Exploitatie B.  4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Van Boxtel Horeca Exploitatie B.  4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Vastgoedgroep Nederland B.V.      4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Vastgoedgroep Nederland B.V.      4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Vastgoedgroep Nederland B.V.      4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Veldhoven Recreatie B.V.          4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Veldhoven Recreatie B.V.          4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zilver Beheer B.V.                4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zilver Beheer B.V.                4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zilver Beheer B.V.                4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zilver Beheer B.V.                4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Ziton Holding B.V.                4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Ziton Holding B.V.                4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Ziton Holding B.V.                4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Ziton Holding B.V.                4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zonnestudio Elderveld B.V.        4014  Kantinekosten                             uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zonnestudio Elderveld B.V.        4503  Kosten promotie/sponsoring                uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zonnestudio Elderveld B.V.        4508  Relatiegeschenken (beperkt aftrekbaar)    uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
Zonnestudio Elderveld B.V.        4510  Representatiekosten (beperkt aftrekbaar)  uit  geen                  geen                       0       0.00     0.00      0       0.00     0.00
TOTAAL 297 kandidaat-rekening(en) in 75 van 78 administratie(s) · 0 mét kenmerk aan · advies zetten: 149 · module 2 regel(s) netto 34.45 btw 0.00 · bank 1 regel(s) · 0 fout(en)
RLZ-kant niet gemeten (lees-only, geen RLZ-call) — een RLZ-kant-meting is een aparte `--rlz`-stap (niet gebouwd).
Container called exit(0).

Oordeel: TOTAAL 297 kandidaat-rekening(en) in 75 van 78 administratie(s) · 0 mét kenmerk aan · advies zetten: 149 · 0 fout(en) — job-exit 0
